Table S1. Essentiality classification for genes of the TL data,,,,,
Gene,Insertion Index Score,Log Likelihood Ratio,Essential,Non-essential,Unclear
pyrB,"0,222222222","17,4664758",0,1,0
pyrL,"0,222222222","17,4664758",0,1,0
yjgH,"0,222222222","17,4664758",0,1,0
bdcA,"0,243697479","19,3495059",0,1,0
bdcR,"0,341750842","27,39784268",0,1,0
tabA,"0,437086093","34,67580762",0,1,0
yjgL,"0,106887052","5,789245641",0,1,0
argI,"0,304477612","24,42479524",0,1,0
rraB,"0,206235012","16,02505847",0,1,0
yjgM,"0,488095238","38,42919962",0,1,0
yjgN,"0,242272348","19,22624329",0,1,0
valS,"0,00245098","-25,37369246",1,0,0
holC,"0,085585586","3,056537439",0,0,1
pepA,"0,246031746","19,55091409",0,1,0
lptF,"0,009082652","-16,31591652",1,0,0
lptG,"0,011080332","-14,88243706",1,0,0
yjgR,"0,223552894","17,58483486",0,1,0
idnR,"0,369369369","29,5488306",0,1,0
idnT,"0,359848485","28,81179977",0,1,0
idnO,"0,40130719","31,99031237",0,1,0
idnD,"0,41375969","32,93049288",0,1,0
idnK,"0,361702128","28,95564953",0,1,0
ahr,"0,23627451","18,70493656",0,1,0
intB,"0,43206951","34,30212166",0,1,0
insC1,"0,445355191","35,28988109",0,1,0
insD1,"0,449227373","35,5766449",0,1,0
yjgX,"0,339166667","27,19447327",0,1,0
yjgZ,"0,248484848","19,76193425",0,1,0
insG,"0,227238525","17,91144496",0,1,0
yjhB,"0,116584565","6,938469317",0,1,0
yjhC,"0,327077748","26,23790137",0,1,0
ythA,"0,261904762","20,90525058",0,1,0
yjhD,"0,597402597","46,24442924",0,1,0
yjhE,"0,493975904","38,85695935",0,1,0
insO,"0,299038462","23,9831888",0,1,0
insI1,"0,305555556","24,51206082",0,1,0
insM,"0,183520599","13,90691902",0,1,0
yjhV,"0,251515152","20,02171757",0,1,0
fecE,"0,264322917","21,10936595",0,1,0
fecD,"0,246603971","19,60019622",0,1,0
fecC,"0,279279279","22,35989683",0,1,0
fecB,"0,199335548","15,39105347",0,1,0
fecA,"0,252473118","20,10364167",0,1,0
fecR,"0,231656184","18,30063695",0,1,0
fecI,"0,208812261","16,2599602",0,1,0
insA,"0,195652174","15,04936995",0,1,0
insB1,"0,275793651","22,07022998",0,1,0
yjhU,"0,286727457","22,97544269",0,1,0
yjhF,"0,453333333","35,88018498",0,1,0
yjhG,"0,348069106","27,89349595",0,1,0
yjhH,"0,394039735","31,43869078",0,1,0
yjhI,"0,276299113","22,11230037",0,1,0
sgcR,"0,379310345","30,3136934",0,1,0
sgcE,"0,249605055","19,85808123",0,1,0
sgcA,"0,282407407","22,61897617",0,1,0
sgcQ,"0,205700124","15,97617784",0,1,0
sgcC,"0,267884323","21,40897734",0,1,0
sgcB,"0,290322581","23,27094551",0,1,0
sgcX,"0,3057041","24,52407981",0,1,0
yjhY,"0,298850575","23,96789554",0,1,0
yjhP,"0,21686747","16,9877604",0,1,0
yjhQ,"0,289377289","23,19334614",0,1,0
yjhX,"0,457364341","36,17765614",0,1,0
yjhZ,"0,536585366","41,92966908",0,1,0
yjhR,"0,545088567","42,53764485",0,1,0
nanS,"0,531090724","41,53592389",0,1,0
nanM,"0,517615176","40,56723981",0,1,0
nanC,"0,528591353","41,35658593",0,1,0
fimB,"0,419568823","33,36701808",0,1,0
fimE,"0,497487437","39,11193981",0,1,0
fimA,"0,409836066","32,63491798",0,1,0
fimI,"0,459259259","36,31731489",0,1,0
fimC,"0,439393939","34,84742552",0,1,0
fimD,"0,530147895","41,46829014",0,1,0
fimF,"0,229755179","18,13346034",0,1,0
fimG,"0,279761905","22,39992279",0,1,0
fimH,"0,318936877","25,58867729",0,1,0
gntP,"0,245535714","19,50816504",0,1,0
uxuA,"0,237130802","18,77961773",0,1,0
uxuB,"0,201916496","15,6291209",0,1,0
uxuR,"0,30878553","24,7730546",0,1,0
yjiC,"0,23465704","18,56363197",0,1,0
iraD,"0,417302799","33,19689133",0,1,0
hypT,"0,20504386","15,91614416",0,1,0
iadA,"0,200341006","15,48392752",0,1,0
yjiG,"0,229437229","18,10545544",0,1,0
yjiH,"0,16374269","11,98040919",0,1,0
kptA,"0,169369369","12,5373835",0,1,0
yjiJ,"0,240882103","19,10577751",0,1,0
yjiK,"0,308943089","24,78576731",0,1,0
yjiL,"0,21875","17,15650844",0,1,0
yjiM,"0,194444444","14,93683025",0,1,0
yjiN,"0,150663544","10,6545559",0,1,0
mdtM,"0,207623682","16,15175464",0,1,0
yjiP,"0,342019544","27,41896718",0,1,0
yjiR,"0,22363765","17,59236567",0,1,0
yjiS,"0,527272727","41,26191074",0,1,0
yjiT,"0,337990685","27,10179905",0,1,0
yjiV,"0,276813075","22,15505552",0,1,0
mcrC,"0,207258835","16,11849642",0,1,0
mcrB,"0,392028986","31,28567499",0,1,0
symE,"0,555555556","43,2838254",0,1,0
hsdS,"0,308243728","24,72932594",0,1,0
hsdM,"0,248427673","19,75702334",0,1,0
hsdR,"0,205494814","15,95740376",0,1,0
mrr,"0,206557377","16,05449622",0,1,0
yjiA,"0,229885057","18,14489629",0,1,0
yjiX,"0,284313725","22,77646299",0,1,0
yjiY,"0,284518828","22,79338939",0,1,0
tsr,"0,224033816","17,62755355",0,1,0
yjjL,"0,309838473","24,8579791",0,1,0
yjjM,"0,384699454","30,72641879",0,1,0
yjjN,"0,287390029","23,0299805",0,1,0
opgB,"0,221640489","17,41465815",0,1,0
yjjA,"0,206060606","16,00912531",0,1,0
dnaC,"0,008130081","-17,10527512",1,0,0
dnaT,"0,009259259","-16,17806066",1,0,0
yjjB,"0,215189873","16,83696258",0,1,0
yjjP,"0,325551232","26,1164821",0,1,0
yjjQ,"0,531680441","41,57821658",0,1,0
bglJ,"0,59439528","46,03280658",0,1,0
fhuF,"0,290240811","23,26423576",0,1,0
yjjZ,"0,227848101","17,96529461",0,1,0
rsmC,"0,198643411","15,32702315",0,1,0
holD,"0,024154589","-8,952528053",1,0,0
rimI,"0,201342282","15,57624969",0,1,0
yjjG,"0,219764012","17,24719987",0,1,0
prfC,"0,113207547","6,54387947",0,1,0
osmY,"0,219471947","17,22109259",0,1,0
ytjA,"0,148148148","10,39410091",0,1,0
yjjU,"0,198324022","15,29744909",0,1,0
yjjV,"0,191025641","14,61686219",0,1,0
yjjW,"0,265046296","21,170318",0,1,0
yjjI,"0,192134107","14,72083277",0,1,0
deoC,"0,232051282","18,33532618",0,1,0
deoA,"0,217687075","17,0612897",0,1,0
deoB,"0,223039216","17,53917276",0,1,0
deoD,"0,230555556","18,2039012",0,1,0
yjjJ,"0,1996997","15,4247095",0,1,0
lplA,"0,225172075","17,72854005",0,1,0
ytjB,"0,212403101","16,58557021",0,1,0
serB,"0,219814241","17,25168859",0,1,0
radA,"0,207519884","16,14229485",0,1,0
nadR,"0,212489862","16,59341387",0,1,0
yjjK,"0,195443645","15,02995671",0,1,0
slt,"0,202270382","15,66167858",0,1,0
trpR,"0,180428135","13,61121712",0,1,0
yjjX,"0,173489279","12,94054623",0,1,0
ytjC,"0,236111111","18,69067593",0,1,0
rob,"0,251724138","20,03959796",0,1,0
creA,"0,242616034","19,25599026",0,1,0
creB,"0,250724638","19,95404154",0,1,0
creC,"0,220350877","17,29962361",0,1,0
creD,"0,22172949","17,42258883",0,1,0
arcA,"0,09762901","4,641237681",0,1,0
yjjY,"0,219858156","17,25561278",0,1,0
yjtD,"0,203784571","15,80075685",0,1,0
